room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
3746645,19164781,Entire home/apt,,Rogers Park,55,5.0,,2.0,135.0,2.0,42.000676,-87.663188,2015-10-04 12:53:30.552455
3610971,33004,Entire home/apt,,Lake View East,7,5.0,,2.0,306.0,3.0,41.934872,-87.645897,2015-10-04 17:12:51.395391
6924711,12477739,Entire home/apt,,West Town,5,4.5,4.0,1.0,135.0,1.0,41.893274,-87.656543,2015-10-05 02:27:08.031027
2845709,14553899,Private room,,Logan Square,13,4.5,2.0,1.0,100.0,1.0,41.918089,-87.707186,2015-10-04 09:13:50.255710
6729727,35241159,Private room,,Uptown,17,5.0,2.0,1.0,100.0,1.0,41.970019,-87.656766,2015-10-05 00:59:43.722806
6953332,8265550,Entire home/apt,,The Loop,9,5.0,4.0,2.0,249.0,1.0,41.879384,-87.629045,2015-10-04 15:34:04.486311
3712827,1965902,Entire home/apt,,Logan Square,23,5.0,4.0,2.0,120.0,2.0,41.933076,-87.716253,2015-10-05 06:24:32.364548
7092747,521261,Entire home/apt,,Lincoln Park,0,,5.0,2.0,550.0,1.0,41.919826,-87.642153,2015-10-04 15:26:41.983957
5813833,774484,Entire home/apt,,Sheridan Park,4,5.0,4.0,2.0,98.0,3.0,41.964088,-87.660118,2015-10-04 06:21:49.954288
1944802,3965428,Entire home/apt,,South Loop,10,4.5,4.0,2.0,300.0,20.0,41.854525,-87.620523,2015-10-05 10:59:32.278563
7320795,37794526,Shared room,,South Loop,1,5.0,2.0,1.0,40.0,1.0,41.853552,-87.622599,2015-10-05 01:42:54.283623
4360033,15853405,Shared room,,Wicker Park,10,4.0,4.0,1.0,39.0,1.0,41.908208,-87.668236,2015-10-04 09:39:48.463922
6210465,18896237,Entire home/apt,,West Town,6,5.0,4.0,0.0,250.0,3.0,41.885236,-87.651864,2015-10-05 14:36:48.191478
7358699,37364482,Entire home/apt,,West Loop Gate,2,5.0,4.0,1.0,145.0,1.0,41.881537,-87.640685,2015-10-05 15:18:49.082187
6065318,20374823,Private room,,North Center,31,5.0,3.0,1.0,69.0,2.0,41.948507,-87.682907,2015-10-04 14:21:24.093917
1346567,791089,Entire home/apt,,Horner Park,7,4.5,,3.0,340.0,3.0,41.955971,-87.691937,2015-10-03 21:21:14.232709
4571768,1415872,Entire home/apt,,Lake View East,2,5.0,2.0,1.0,60.0,60.0,41.946339,-87.643124,2015-10-04 12:15:07.381987
929914,5007980,Entire home/apt,,Old Town Triangle,120,5.0,2.0,1.0,115.0,3.0,41.913161,-87.638131,2015-10-04 01:12:13.572341
6186243,3965428,Entire home/apt,,River North,3,4.5,4.0,2.0,220.0,20.0,41.889625,-87.633063,2015-10-05 14:49:37.253386
7288781,22759242,Entire home/apt,,Park West,11,5.0,3.0,1.0,199.0,1.0,41.932609,-87.63976,2015-10-04 03:29:10.508281
2688739,12416635,Private room,,Tri-Taylor,13,5.0,2.0,1.0,87.0,1.0,41.867836,-87.684992,2015-10-05 09:14:24.066812
6912055,27051468,Private room,,South Commons,5,4.0,2.0,1.0,75.0,1.0,41.839559,-87.621162,2015-10-05 04:43:57.867486
3962072,20528154,Entire home/apt,,Near West Side,9,4.5,,2.0,175.0,3.0,41.88278,-87.685387,2015-10-05 00:01:26.769480
7697912,40430634,Private room,,Logan Square,1,5.0,2.0,1.0,65.0,1.0,41.919137,-87.714352,2015-10-05 02:26:33.874602
3129463,1844352,Entire home/apt,,East Ukrainian Village,17,5.0,5.0,2.0,175.0,2.0,41.898644,-87.676042,2015-10-05 06:23:56.862297
4252226,16971693,Entire home/apt,,Buena Park,24,5.0,2.0,0.0,118.0,1.0,41.957106,-87.654963,2015-10-05 14:02:15.777550
7725012,15494677,Private room,,Noble Square,2,5.0,2.0,1.0,150.0,1.0,41.898657,-87.665919,2015-10-05 08:34:19.863644
2183707,7608458,Entire home/apt,,Uptown,5,4.0,4.0,2.0,185.0,2.0,41.973358,-87.664071,2015-10-03 20:00:53.771418
6278139,28534301,Entire home/apt,,The Loop,4,5.0,2.0,0.0,99.0,3.0,41.886472,-87.620831,2015-10-04 11:41:50.893584
7001456,24107860,Private room,,Logan Square,9,4.5,,1.0,55.0,1.0,41.920269,-87.711026,2015-10-04 08:04:21.509822
639074,2478479,Private room,,East Hyde Park,48,4.5,2.0,1.0,119.0,1.0,41.796517,-87.583158,2015-10-05 15:20:02.669652
7882795,41554295,Entire home/apt,,Uptown,4,3.5,2.0,0.0,89.0,1.0,41.972348,-87.663582,2015-10-04 03:53:01.484188
6690118,35016214,Private room,,Lake View,0,,1.0,1.0,40.0,1.0,41.947769,-87.665959,2015-10-05 12:47:52.665200
2658946,10363033,Entire home/apt,,Old Town Triangle,95,5.0,4.0,2.0,222.0,,41.917811,-87.636065,2015-10-04 16:30:30.600654
4188695,9740267,Entire home/apt,,Noble Square,4,5.0,4.0,2.0,190.0,2.0,41.90195,-87.665272,2015-10-05 13:41:35.396782
5966056,9677029,Private room,,Logan Square,25,5.0,2.0,1.0,50.0,2.0,41.932926,-87.713384,2015-10-04 06:06:22.014391
5916016,30661531,Private room,,Sheffield Neighbors,6,5.0,2.0,1.0,90.0,1.0,41.921942,-87.655377,2015-10-04 00:58:50.503050
6700871,6049605,Entire home/apt,,Lake View,9,5.0,2.0,1.0,102.0,1.0,41.953365,-87.653995,2015-10-05 01:17:29.281092
5003786,16064049,Private room,,Near North,3,4.0,1.0,1.0,55.0,1.0,41.896064,-87.628638,2015-10-03 22:00:31.431348
2395663,12237855,Entire home/apt,,Near West Side,30,4.5,2.0,1.0,119.0,3.0,41.882661,-87.649758,2015-10-04 08:30:41.036194
6057908,31673,Entire home/apt,,Lake View,25,4.5,5.0,2.0,185.0,2.0,41.939237,-87.65502,2015-10-05 03:10:03.660265
7952654,5683862,Entire home/apt,,Logan Square,4,5.0,,2.0,55.0,1.0,41.934697,-87.710328,2015-10-05 01:08:47.261202
5696911,23941880,Private room,,Rogers Park,1,5.0,2.0,1.0,55.0,1.0,42.017894,-87.665966,2015-10-05 09:44:04.845418
4708477,13732495,Entire home/apt,,Lake View,3,5.0,3.0,1.0,150.0,1.0,41.940923,-87.668425,2015-10-04 22:54:06.978439
7852625,41379963,Entire home/apt,,Uptown,0,,,3.0,300.0,3.0,41.968986,-87.666118,2015-10-05 04:28:07.097017
3094937,15739917,Entire home/apt,,Roscoe Village,10,4.5,5.0,2.0,109.0,1.0,41.94425,-87.686714,2015-10-04 04:26:03.787558
3372236,17013907,Entire home/apt,,Gold Coast,35,5.0,3.0,1.0,225.0,,41.892914,-87.620018,2015-10-04 19:52:48.743671
9812,33004,Entire home/apt,,Gold Coast,8,4.5,2.0,,174.0,,41.902784,-87.626036,2015-10-05 12:25:21.242660
4069348,13381756,Entire home/apt,,Lincoln Park,22,4.5,4.0,0.0,220.0,2.0,41.92236,-87.639325,2015-10-03 22:30:52.465477
7431095,38924828,Entire home/apt,,Gold Coast,0,,2.0,0.0,150.0,1.0,41.89797,-87.620625,2015-10-05 13:55:18.353201
216737,1118796,Entire home/apt,,Uptown,191,4.5,,3.0,166.0,1.0,41.964611,-87.656173,2015-10-04 07:50:18.398194
3197596,5713862,Entire home/apt,,Logan Square,8,4.5,2.0,1.0,135.0,7.0,41.927807,-87.708734,2015-10-05 16:22:29.024388
3883876,3553579,Private room,,Pilsen,31,5.0,2.0,1.0,70.0,2.0,41.856875,-87.654898,2015-10-04 15:02:25.477280
7858191,41101152,Private room,,Wicker Park,0,,2.0,1.0,80.0,1.0,41.909106,-87.667786,2015-10-05 08:42:09.030076
2134693,10872814,Private room,,Logan Square,65,5.0,3.0,1.0,110.0,2.0,41.92632,-87.712204,2015-10-04 16:18:56.821668
4479828,5355317,Private room,,Bronzeville,13,5.0,2.0,1.0,70.0,2.0,41.806993,-87.623061,2015-10-04 07:15:29.348465
7511458,33813743,Shared room,,Heart of Chicago,15,5.0,1.0,1.0,35.0,1.0,41.849975,-87.676233,2015-10-04 03:44:14.662402
5903985,12127747,Entire home/apt,,Logan Square,7,5.0,2.0,1.0,75.0,1.0,41.928574,-87.710472,2015-10-05 13:56:08.726900
289884,1500490,Private room,,Humboldt Park,42,5.0,,1.0,99.0,1.0,41.899942,-87.696916,2015-10-03 23:51:51.616778
6383034,687259,Entire home/apt,,Streeterville,7,5.0,4.0,1.0,169.0,3.0,41.891242,-87.618325,2015-10-05 01:17:48.345125
6624070,34669480,Entire home/apt,,Wrightwood Neighbors,2,4.0,,3.0,300.0,1.0,41.927721,-87.650724,2015-10-04 13:01:44.546344
6958428,1288606,Entire home/apt,,Old Town,12,5.0,4.0,1.0,140.0,1.0,41.907646,-87.635832,2015-10-04 14:26:45.685915
3967068,871663,Private room,,Logan Square,25,5.0,2.0,1.0,80.0,2.0,41.931852,-87.706115,2015-10-05 05:11:28.686401
6867438,35985772,Shared room,,Pilsen,0,,,1.0,90.0,1.0,41.857132,-87.659676,2015-10-03 21:47:11.896018
4089478,21211134,Entire home/apt,,Gold Coast,10,5.0,4.0,1.0,176.0,1.0,41.897563,-87.622235,2015-10-04 23:22:10.984665
4197709,7551218,Entire home/apt,,Ukrainian Village,10,5.0,4.0,1.0,145.0,3.0,41.897086,-87.67939,2015-10-05 13:25:02.501841
5591143,28916800,Private room,,Chinatown,37,4.5,2.0,1.0,79.0,1.0,41.849151,-87.639321,2015-10-05 04:14:36.242879
6243643,31670336,Private room,,West Town,11,5.0,2.0,1.0,75.0,1.0,41.895214,-87.677128,2015-10-05 10:35:19.209249
3581087,3582499,Private room,,Bridgeport,8,5.0,3.0,1.0,95.0,2.0,41.838966,-87.644551,2015-10-04 06:32:50.576611
3570616,3920450,Entire home/apt,,Logan Square,51,5.0,3.0,1.0,95.0,2.0,41.929305,-87.718288,2015-10-05 01:13:19.660015
5521969,28459722,Entire home/apt,,Uptown,5,4.5,,2.0,130.0,3.0,41.970451,-87.660451,2015-10-05 07:27:25.246463
12068,40731,Entire home/apt,,Old Town,4,4.5,2.0,1.0,66.0,58.0,41.904521,-87.6332,2015-10-04 02:08:14.360487
4823301,22090229,Entire home/apt,,Lake View,11,5.0,3.0,1.0,150.0,1.0,41.944074,-87.653561,2015-10-05 16:45:38.193530
1586346,8452035,Entire home/apt,,Andersonville,28,5.0,2.0,1.0,125.0,2.0,41.976426,-87.670063,2015-10-04 16:08:26.273393
7201776,37710031,Private room,,Lake View,2,5.0,2.0,1.0,55.0,1.0,41.954295,-87.654181,2015-10-05 00:22:16.177085
7733798,5961606,Entire home/apt,,Lake View East,9,5.0,4.0,1.0,165.0,2.0,41.938826,-87.647913,2015-10-05 12:24:37.856759
1497528,6294839,Private room,,Fulton River District,103,5.0,2.0,1.0,88.0,,41.887508,-87.640747,2015-10-03 20:41:55.775181
4366332,11397828,Private room,,Wicker Park,1,4.0,4.0,1.0,104.0,1.0,41.905919,-87.674083,2015-10-04 15:44:42.726587
7330664,36357506,Entire home/apt,,West Town,1,,3.0,2.0,250.0,5.0,41.89287,-87.659868,2015-10-04 16:10:01.556779
6513021,34053113,Private room,,Hyde Park,7,4.5,2.0,1.0,75.0,2.0,41.800542,-87.598099,2015-10-05 07:59:59.642372
3358406,11764201,Private room,,Wrigleyville,13,5.0,2.0,1.0,80.0,1.0,41.948694,-87.658059,2015-10-05 00:24:56.145092
7710555,6930132,Entire home/apt,,Old Town,12,5.0,,0.0,130.0,1.0,41.90793,-87.635963,2015-10-04 06:42:48.622026
475431,2356907,Private room,,Canaryville,24,5.0,1.0,1.0,60.0,3.0,41.817863,-87.639485,2015-10-05 16:16:28.617219
2051505,10513357,Entire home/apt,,Sheridan Park,16,5.0,4.0,2.0,200.0,2.0,41.962673,-87.66526,2015-10-05 03:32:38.960838
7386051,31342373,Entire home/apt,,Lake View East,7,4.5,2.0,0.0,150.0,1.0,41.940879,-87.640434,2015-10-04 02:53:01.235567
4710504,4557045,Entire home/apt,,River North,5,5.0,,2.0,359.0,3.0,41.889951,-87.634494,2015-10-04 17:16:03.859735
2396340,5228189,Entire home/apt,,Goose Island,81,5.0,,2.0,329.0,1.0,41.89693,-87.657932,2015-10-04 23:18:49.064181
1333431,5684259,Private room,,Oakland,3,5.0,,1.0,150.0,1.0,41.821794,-87.599855,2015-10-03 23:32:35.386168
748303,3751132,Shared room,,Lake View,64,4.5,2.0,1.0,35.0,1.0,41.934365,-87.652348,2015-10-04 14:27:46.652045
4097267,2880338,Private room,,North Center,3,4.5,,1.0,120.0,2.0,41.955466,-87.674727,2015-10-04 08:28:47.393233
5769162,3490493,Private room,,Logan Square,20,5.0,2.0,1.0,60.0,2.0,41.926617,-87.698737,2015-10-05 13:06:00.928949
6990926,21891111,Private room,,Heart of Chicago,0,,2.0,1.0,50.0,1.0,41.848988,-87.68297,2015-10-04 12:04:54.913471
27216,92789,Entire home/apt,,West Town,13,5.0,4.0,2.0,340.0,2.0,41.888048,-87.663025,2015-10-03 22:32:25.146547
6705844,33002609,Entire home/apt,,Old Town,6,5.0,,3.0,375.0,1.0,41.910584,-87.643087,2015-10-04 18:40:03.685798
250543,1227217,Private room,,Hyde Park,78,5.0,2.0,1.0,82.0,1.0,41.797217,-87.591845,2015-10-05 14:56:45.845231
2607544,7422393,Entire home/apt,,Near West Side,13,4.5,2.0,1.0,174.0,14.0,41.880328,-87.652137,2015-10-05 15:47:17.084625
669238,25188,Entire home/apt,,The Loop,5,4.0,2.0,1.0,385.0,3.0,41.88833,-87.624284,2015-10-04 23:18:09.549436
5132621,26529254,Entire home/apt,,Gold Coast,0,,2.0,0.0,125.0,1.0,41.89746,-87.620381,2015-10-05 10:23:42.701522
642053,81779,Entire home/apt,,Wicker Park,1,,4.0,1.0,189.0,,41.905628,-87.67305,2015-10-05 01:53:16.207617
7428599,34393243,Entire home/apt,,Irving Park,4,5.0,2.0,1.0,100.0,2.0,41.949587,-87.70319,2015-10-04 12:21:30.804579
2583929,3965428,Entire home/apt,,South Loop,8,5.0,3.0,1.0,185.0,10.0,41.853855,-87.622046,2015-10-03 23:30:37.349682
7001429,36706031,Entire home/apt,,Ukrainian Village,0,,2.0,1.0,150.0,1.0,41.901733,-87.686388,2015-10-05 16:50:44.202128
6637039,32579884,Shared room,,Buena Park,1,4.0,1.0,1.0,120.0,1.0,41.954664,-87.64534,2015-10-05 15:44:32.465219
6762658,19544297,Private room,,Tri-Taylor,0,,2.0,1.0,50.0,1.0,41.86784,-87.682663,2015-10-05 03:36:06.389581
7915938,41740102,Entire home/apt,,South Loop,7,4.5,,1.0,165.0,1.0,41.858493,-87.629244,2015-10-04 03:45:21.278110
7842651,20071030,Entire home/apt,,Noble Square,9,5.0,4.0,1.0,110.0,1.0,41.90718,-87.665107,2015-10-05 01:13:45.658229
4596953,5358026,Entire home/apt,,Park West,5,5.0,2.0,1.0,160.0,1.0,41.9276,-87.641349,2015-10-04 02:20:56.028612
7150522,24262868,Entire home/apt,,South Loop,8,5.0,,2.0,349.0,1.0,41.870302,-87.632425,2015-10-04 13:55:19.696693
7936098,41656231,Entire home/apt,,Bucktown,1,2.0,,4.0,450.0,3.0,41.914316,-87.672224,2015-10-04 15:51:05.249207
7228352,10733788,Entire home/apt,,Near East Side,5,5.0,4.0,0.0,175.0,2.0,41.887686,-87.620199,2015-10-03 20:59:03.151499
3929923,1989940,Entire home/apt,,South Loop,10,5.0,4.0,1.0,265.0,2.0,41.855859,-87.630005,2015-10-05 12:15:15.841202
1558897,8297284,Entire home/apt,,Hyde Park,14,4.0,2.0,1.0,125.0,3.0,41.800278,-87.593603,2015-10-04 18:47:45.534090
4013588,16584355,Private room,,West Town,16,5.0,2.0,1.0,99.0,1.0,41.893917,-87.678752,2015-10-05 14:43:10.568640
7580220,39746094,Entire home/apt,,Prairie District,3,5.0,4.0,1.0,245.0,1.0,41.856179,-87.62128,2015-10-03 20:19:02.092426
4294468,15863689,Shared room,,Albany Park,36,5.0,1.0,1.0,29.0,1.0,41.959978,-87.720406,2015-10-04 01:17:43.333038
6505464,34006122,Entire home/apt,,The Loop,6,5.0,2.0,1.0,250.0,7.0,41.887513,-87.6211,2015-10-04 06:41:33.769631
7697992,40432269,Shared room,,West Loop Gate,5,5.0,2.0,1.0,115.0,1.0,41.881933,-87.643669,2015-10-04 11:02:07.577841
7458684,24163259,Entire home/apt,,Irving Park,7,5.0,,4.0,350.0,1.0,41.953879,-87.72694,2015-10-05 04:57:39.226398
2700521,25188,Entire home/apt,,Near North,2,4.0,,3.0,475.0,3.0,41.891322,-87.628197,2015-10-04 03:47:55.766486
6900612,1095149,Private room,,Pilsen,5,5.0,1.0,1.0,49.0,,41.858183,-87.662799,2015-10-05 14:08:45.088811
2954956,6583284,Private room,,Humboldt Park,24,4.5,1.0,1.0,66.0,1.0,41.897136,-87.688223,2015-10-05 15:57:49.480941
5847065,30356781,Private room,,Ranch Triangle,26,4.5,2.0,1.0,100.0,1.0,41.917272,-87.653337,2015-10-05 07:53:01.554565
984850,5402236,Entire home/apt,,Old Town,53,5.0,,3.0,799.0,2.0,41.904652,-87.635908,2015-10-05 04:15:06.080288
1984545,4010906,Entire home/apt,,Bronzeville,1,4.0,3.0,3.0,419.0,2.0,41.818323,-87.614625,2015-10-04 09:19:32.453923
6713438,10064287,Entire home/apt,,Old Town,1,5.0,,3.0,800.0,1.0,41.908558,-87.634456,2015-10-05 00:12:12.971010
7717523,8884300,Private room,,West Rogers Park,0,,2.0,1.0,95.0,1.0,41.99372,-87.686747,2015-10-04 02:21:27.641226
220566,1102614,Entire home/apt,,Margate Park,6,5.0,2.0,1.0,125.0,2.0,41.971248,-87.652166,2015-10-05 08:51:40.366450
584590,2880338,Private room,,North Center,24,4.5,,1.0,75.0,2.0,41.954602,-87.676821,2015-10-04 15:10:56.499685
1502810,6167830,Entire home/apt,,Lake View,45,5.0,,2.0,150.0,2.0,41.934765,-87.658707,2015-10-04 20:42:10.376709
7787595,23148368,Private room,,Sheffield Neighbors,2,4.0,4.0,1.0,125.0,1.0,41.919231,-87.649016,2015-10-04 06:55:47.507210
7689809,40385929,Shared room,,Sheffield Neighbors,0,,1.0,1.0,200.0,1.0,41.920575,-87.657316,2015-10-05 14:07:30.332832
7873369,41495892,Private room,,West De Paul,0,,1.0,1.0,200.0,1.0,41.929561,-87.663474,2015-10-04 01:17:40.589203
2785601,14248175,Entire home/apt,,The Loop,16,4.0,4.0,2.0,257.0,1.0,41.878238,-87.634597,2015-10-05 15:43:50.763145
6846615,6895104,Entire home/apt,,Buena Park,0,,3.0,1.0,40.0,1.0,41.957759,-87.654155,2015-10-04 13:00:07.727033
2212823,11287511,Entire home/apt,,River West,19,5.0,4.0,2.0,249.0,2.0,41.893088,-87.650618,2015-10-04 08:13:39.608863
1798266,9430907,Entire home/apt,,Goose Island,2,4.5,3.0,3.0,419.0,1.0,41.905012,-87.647994,2015-10-05 09:48:27.596520
2701121,13819883,Entire home/apt,,Ranch Triangle,61,5.0,2.0,1.0,150.0,,41.912285,-87.648876,2015-10-05 00:16:18.221234
7690589,40389869,Entire home/apt,,Lake View,1,5.0,,3.0,250.0,3.0,41.935117,-87.667583,2015-10-04 15:27:35.380076
7364062,30236268,Entire home/apt,,Lake View East,8,5.0,2.0,1.0,159.0,1.0,41.945169,-87.64762,2015-10-05 14:52:05.108384
5647469,2907254,Private room,,West Rogers Park,27,4.5,4.0,1.0,40.0,1.0,42.017379,-87.688607,2015-10-05 12:13:53.341218
5894167,30611103,Entire home/apt,,Near North,2,4.5,2.0,1.0,150.0,2.0,41.891775,-87.628689,2015-10-04 14:29:11.288683
4069313,21105020,Private room,,Logan Square,23,4.5,2.0,1.0,80.0,2.0,41.920372,-87.692573,2015-10-03 20:27:42.271796
4032955,20908628,Private room,,Bucktown,1,5.0,1.0,1.0,150.0,1.0,41.918419,-87.673666,2015-10-04 17:48:59.122229
1450583,782297,Entire home/apt,,The Loop,81,5.0,4.0,1.0,180.0,2.0,41.886134,-87.630969,2015-10-04 08:00:39.809506
4785917,3836635,Private room,,Logan Square,20,4.5,1.0,1.0,40.0,3.0,41.910413,-87.703285,2015-10-04 05:01:59.258195
6105324,14986488,Entire home/apt,,East Pilsen,5,5.0,4.0,0.0,140.0,2.0,41.85782,-87.64599,2015-10-04 02:18:13.264924
7576133,39722155,Entire home/apt,,Humboldt Park,3,5.0,1.0,1.0,68.0,1.0,41.901084,-87.690897,2015-10-05 16:12:54.288911
7772110,6341314,Entire home/apt,,West Town,3,5.0,,3.0,575.0,,41.889255,-87.652449,2015-10-04 14:09:24.745115
